"","std","samp.depth"
"1988",0.974364502489722,1
"1989",0.874092665740695,1
"1990",1.70462876438502,1
"1991",2.52556311676014,1
"1992",0.753731930037691,1
"1993",0.480645906188796,2
"1994",0.473099041018776,2
"1995",0.604126043019779,2
"1996",0.521742527710435,2
"1997",1.67099988695088,2
"1998",0.976435253534543,2
"1999",1.04748593674385,3
"2000",1.08349517205548,4
"2001",0.999816957923493,7
"2002",0.807146625888985,8
"2003",2.21587910863375,8
"2004",0.91911147934435,8
"2005",1.34184953749858,8
"2006",1.77861343686566,9
"2007",1.19699088771292,11
"2008",1.16470811607979,13
"2009",1.39840943786644,15
"2010",1.65486607931947,15
"2011",2.52192183012133,15
"2012",1.75578468414376,16
"2013",2.05681354320977,16
"2014",2.07126330459447,17
"2015",1.08771545306991,18
"2016",0.868975948694706,18
"2017",1.5724981755038,18
"2018",1.28079862393395,18
"2019",2.3654786149116,18
"2020",1.88544849837346,18
"2021",2.26506499881267,18
"2022",0.887793321089641,18
"2023",5.22773073213711,18
