"","std","samp.depth"
"1994",0.00906259542316406,1
"1995",0.421394137514194,1
"1996",0.731305283058801,2
"1997",1.88015647778402,3
"1998",3.04590643547158,4
"1999",1.49894703973129,5
"2000",0.846680873990748,7
"2001",1.15988699797765,9
"2002",0.680537791636271,10
"2003",1.61929946007488,13
"2004",1.35281144366968,14
"2005",1.77546718875016,14
"2006",1.78165690844307,14
"2007",1.31289910410044,15
"2008",1.43659097123851,15
"2009",1.72816742572499,17
"2010",1.9519971141546,18
"2011",1.79087985210454,18
"2012",1.88069324986552,18
"2013",1.94974009073826,18
"2014",1.54907029626933,18
"2015",1.96875604667775,18
"2016",2.32243258923705,18
"2017",1.40988328967028,18
"2018",1.97855612027098,18
"2019",3.17816842230576,18
"2020",2.30486686170785,18
"2021",1.48936430035164,18
"2022",1.56550021916919,18
"2023",4.23826672273714,18
